claim_number,age_of_driver,gender,marital_status,safty_rating,annual_income,high_education_ind,address_change_ind,living_status,zip_code,claim_date,claim_day_of_week,accident_site,past_num_of_claims,witness_present_ind,liab_prct,channel,policy_report_filed_ind,claim_est_payout,age_of_vehicle,vehicle_category,vehicle_price,vehicle_color,vehicle_weight,fraud
16869,64,F,1.0,56,51018,1,0,Own,85065,3/20/2016,Sunday,Parking Lot,26,0.0,98,Broker,0,3290.96,20,Large,15000.0,blue,21431.95079,0
20193,36,F,1.0,73,85787,1,1,Rent,50009,9/20/2015,Sunday,Local,0,0.0,87,Broker,1,0.0,1,Compact,33617.27283990508,white,28218.72228,0
663,57,M,1.0,79,99644,1,1,Own,15021,10/27/2016,Thursday,Local,9,0.0,0,Broker,0,0.0,7,Compact,41091.624388532815,other,24406.10805,0
14489,67,F,1.0,85,83492,1,1,Rent,80012,3/26/2016,Saturday,Local,0,0.0,27,Broker,1,0.0,1,Medium,15000.0,red,18280.37577,0
6818,38,F,1.0,74,85262,1,1,Own,20128,5/8/2016,Sunday,Local,0,0.0,99,Broker,0,4247.15,1,Medium,38269.3453097618,other,25678.27503,0
14376,41,M,1.0,75,46513,1,0,Rent,20111,5/29/2015,Friday,Parking Lot,0,0.0,32,Online,0,5210.56,5,Large,15000.0,black,20340.28204,0
3468,47,F,0.0,75,42490,1,0,Own,15001,8/25/2015,Tuesday,Parking Lot,0,1.0,57,Phone,0,0.0,10,Compact,36240.02937225111,black,27867.93989,0
14585,38,F,1.0,74,49219,0,1,Rent,20116,1/18/2016,Monday,Parking Lot,0,0.0,16,Broker,0,5746.56,1,Compact,87006.14782587788,gray,19278.72093,1
22983,43,F,1.0,26,47341,1,1,Rent,20146,12/30/2015,Wednesday,Highway,0,1.0,38,Phone,0,566.05,1,Medium,26282.9341602766,blue,15309.9358,0
528,62,F,1.0,87,111878,1,1,Rent,50006,2/12/2015,Thursday,Parking Lot,0,0.0,89,Broker,0,1509.14,1,Large,15000.0,white,12599.57933,0
25313,49,M,1.0,83,109941,1,0,Rent,20152,5/13/2016,Friday,Local,18,1.0,31,Broker,0,0.0,1,Medium,36308.77281154666,silver,16047.267919999998,0
22708,56,M,1.0,57,79848,1,1,Own,20142,3/6/2016,Sunday,Local,4,0.0,0,Broker,1,8502.13,6,Medium,15000.0,red,11191.34025,0
5469,42,F,1.0,84,65619,1,0,Own,50005,5/31/2016,Tuesday,Local,0,0.0,100,Phone,0,0.0,1,Compact,15000.0,red,14478.80069,0
9177,49,F,0.0,62,45894,1,1,Own,20159,6/22/2016,Wednesday,Local,0,0.0,24,Broker,0,0.0,1,Medium,15000.0,black,22028.05986,0
8632,44,F,0.0,72,39998,1,1,Own,80002,12/6/2016,Tuesday,Highway,0,0.0,50,Broker,0,0.0,1,Medium,15000.0,blue,13835.16952,1
8795,51,M,1.0,95,93016,0,0,Own,20140,11/12/2015,Thursday,Parking Lot,5,0.0,51,Online,0,8542.69,4,Medium,15000.0,black,23602.13857,0
3782,43,M,0.0,73,115809,1,1,Own,85073,4/25/2016,Monday,Parking Lot,7,0.0,5,Phone,1,0.0,4,Medium,28487.737012926875,black,40880.06593,0
14365,27,M,0.0,78,95337,1,1,Rent,50021,5/30/2016,Monday,Local,19,1.0,4,Online,1,482.46,1,Compact,53965.57033424948,red,26856.59912,0
17293,41,M,1.0,84,122246,1,0,Own,15004,8/3/2015,Monday,Local,12,0.0,61,Broker,1,5996.3,1,Large,31703.017637103934,black,5754.691334,0
430,35,F,1.0,86,104132,0,0,Rent,50047,12/8/2015,Tuesday,Local,4,1.0,81,Phone,0,931.76,6,Medium,15000.0,blue,45910.54886,0
13138,40,M,0.0,72,68887,1,1,Rent,15025,3/31/2016,Thursday,Parking Lot,22,0.0,100,Broker,0,2729.21,1,Medium,15000.0,blue,8796.770543999999,0
9302,44,F,1.0,95,43813,1,0,Rent,85077,1/13/2016,Wednesday,Local,10,0.0,5,Phone,1,0.0,6,Compact,15000.0,gray,8922.691661,0
7681,32,F,1.0,94,57076,1,1,Own,80022,3/9/2016,Wednesday,Highway,5,0.0,97,Phone,0,8111.88,1,Compact,44155.58600180014,other,28895.40365,0
24702,43,M,1.0,48,115003,1,0,Own,15009,2/5/2015,Thursday,Highway,0,1.0,43,Phone,1,1559.22,3,Large,15000.0,red,17705.95838,0
19804,49,M,0.0,86,118091,1,0,Rent,20148,2/23/2015,Monday,Local,0,0.0,11,Broker,1,2951.3,1,Large,19133.82698068941,black,30683.66188,0
14315,41,F,0.0,89,91614,1,1,Rent,85038,8/12/2016,Friday,Parking Lot,0,0.0,4,Phone,0,0.0,11,Medium,15000.0,red,8546.268868000001,0
12628,40,M,0.0,47,55417,1,0,Own,85044,5/29/2016,Sunday,Highway,0,0.0,27,Phone,1,0.0,1,Large,61325.58499575524,blue,17177.2218,1
4882,35,M,1.0,90,37323,1,1,Own,85017,10/2/2016,Sunday,Local,22,0.0,89,Broker,1,1091.88,8,Medium,23255.754558167897,gray,17584.38931,0
20462,52,M,1.0,72,36786,0,0,Rent,50008,11/3/2015,Tuesday,Highway,10,0.0,51,Broker,1,6239.84,1,Large,15000.0,red,18459.26899,0
5144,61,M,1.0,85,109470,1,1,Own,85080,2/3/2015,Tuesday,Local,0,0.0,3,Phone,1,3935.5,1,Compact,20394.790409255853,black,13698.21563,0
25119,34,M,1.0,52,68587,1,1,Rent,80106,12/6/2015,Sunday,Parking Lot,0,0.0,98,Phone,1,0.0,1,Compact,15000.0,blue,20886.19772,0
18671,44,F,1.0,83,69094,1,0,Rent,50011,3/11/2016,Friday,Highway,12,0.0,90,Broker,0,0.0,4,Large,24368.537833173374,other,6786.472694,1
1227,38,F,1.0,81,98919,0,1,Rent,80044,5/24/2015,Sunday,Highway,0,0.0,100,Phone,0,5270.75,1,Medium,30178.45645331978,gray,20597.40119,1
2805,44,F,1.0,88,111828,1,0,Own,85005,8/14/2016,Sunday,Local,0,1.0,95,Broker,1,3638.63,11,Large,17066.76506656415,white,24437.56516,0
15273,42,F,1.0,73,64379,0,0,Rent,15014,8/11/2016,Thursday,Local,0,0.0,99,Phone,1,8198.79,1,Large,15000.0,gray,7345.643813,0
29114,53,F,1.0,75,53676,1,0,Own,80007,6/2/2016,Thursday,Highway,5,0.0,83,Broker,0,626.92,1,Compact,51758.89717582333,white,31681.22073,0
9414,41,F,1.0,73,107227,1,0,Rent,50012,2/26/2015,Thursday,Parking Lot,1,0.0,4,Broker,1,0.0,1,Large,15000.0,red,21689.61778,0
14799,26,M,1.0,74,68046,1,1,Rent,15022,1/28/2016,Thursday,Parking Lot,0,0.0,95,Online,1,8778.47,5,Compact,15000.0,white,17419.17352,0
11649,50,M,1.0,85,112497,0,1,Rent,15001,2/16/2016,Tuesday,Local,5,0.0,99,Online,0,0.0,1,Large,15000.0,red,6329.153674,0
904,27,M,1.0,51,73331,0,1,Rent,20113,6/18/2015,Thursday,Parking Lot,0,0.0,100,Online,0,0.0,6,Large,18708.0941420308,black,14170.77574,0
7589,78,M,1.0,66,62073,1,1,Rent,80102,9/30/2015,Wednesday,Highway,0,0.0,20,Broker,0,206.25,1,Large,15000.0,other,21286.38727,0
8324,58,M,1.0,58,68186,1,1,Rent,80023,9/8/2015,Tuesday,Local,9,0.0,1,Broker,0,5254.33,1,Large,71640.71692377215,red,57174.60774,0
22083,48,M,1.0,59,104663,0,0,Own,80020,11/3/2015,Tuesday,Highway,6,0.0,31,Broker,1,0.0,1,Large,15000.0,gray,13038.95909,0
15449,44,M,0.0,78,95485,0,0,Rent,80002,2/20/2016,Saturday,Local,10,0.0,84,Phone,1,0.0,7,Compact,27106.749333684376,black,18514.61481,0
2494,33,M,1.0,71,108741,0,0,Own,15001,3/5/2015,Thursday,Local,1,1.0,3,Broker,0,772.82,1,Large,79230.89145403428,gray,29374.908880000003,0
86,61,M,0.0,83,84115,0,1,Own,80108,5/30/2016,Monday,Parking Lot,0,0.0,12,Broker,0,1643.37,1,Large,71889.28773375193,red,6771.507545999999,0
13882,31,F,0.0,72,43167,0,1,Rent,80042,9/23/2015,Wednesday,Parking Lot,6,0.0,76,Phone,0,0.0,1,Compact,73171.88461623588,silver,15443.13338,0
27909,68,M,1.0,83,81723,1,1,Own,50005,7/25/2016,Monday,Local,0,0.0,100,Broker,0,0.0,1,Medium,15000.0,other,66939.49045,0
2992,36,F,1.0,71,61694,1,1,Own,20163,2/5/2015,Thursday,Highway,0,1.0,51,Phone,1,2668.13,4,Large,47942.84153504901,red,11551.63874,0
20918,47,F,1.0,37,79436,1,1,Own,80108,12/7/2016,Wednesday,Parking Lot,9,0.0,64,Broker,1,5017.17,6,Compact,50710.4288988637,red,22548.41505,1
2259,34,F,1.0,84,109849,1,0,Own,80015,2/22/2016,Monday,Highway,0,0.0,64,Online,0,3434.96,1,Medium,15000.0,black,13376.39902,0
20205,41,M,0.0,85,116970,1,0,Rent,80002,10/30/2015,Friday,Local,5,1.0,50,Broker,0,0.0,1,Compact,15000.0,other,17238.0918,0
27241,50,M,1.0,79,119114,1,1,Rent,50008,8/19/2015,Wednesday,Parking Lot,10,0.0,70,Phone,1,0.0,1,Medium,82150.67863076727,white,14192.82214,0
3080,53,F,1.0,91,108249,0,0,Own,85023,6/18/2015,Thursday,Parking Lot,0,0.0,50,Phone,1,1653.18,1,Medium,31670.03790259335,black,30048.09034,0
16876,42,M,0.0,91,109791,1,1,Own,20142,3/29/2015,Sunday,Highway,11,0.0,3,Broker,1,714.39,5,Large,39089.16369190761,other,29924.20371,0
6390,26,F,1.0,87,90369,0,0,Rent,50025,5/25/2015,Monday,Local,0,0.0,78,Online,1,2497.34,6,Medium,15000.0,blue,7503.145331999999,0
20983,49,F,1.0,81,54020,1,0,Own,15030,11/30/2015,Monday,Local,1,1.0,56,Phone,0,0.0,1,Large,15000.0,red,23900.34611,0
9653,24,M,1.0,69,110013,0,1,Rent,85013,7/18/2016,Monday,Local,0,0.0,0,Online,0,0.0,1,Compact,15000.0,red,12541.06999,1
3017,44,F,1.0,94,55729,1,1,Rent,15019,8/23/2015,Sunday,Highway,0,0.0,27,Broker,1,5248.32,1,Large,19763.84451069936,other,13884.9127,0
20716,52,M,1.0,82,66734,1,1,Rent,50040,11/22/2016,Tuesday,Local,13,0.0,22,Broker,1,0.0,1,Large,46308.75616452533,other,11292.89939,0
15045,80,F,1.0,91,82751,1,1,Own,20151,8/7/2015,Friday,Parking Lot,18,0.0,47,Broker,0,4364.18,1,Medium,15000.0,gray,16576.4013,0
23533,46,F,1.0,50,48170,1,0,Rent,85023,6/21/2016,Tuesday,Parking Lot,14,0.0,34,Broker,1,5861.17,1,Large,15000.0,gray,15723.35207,0
18902,29,F,0.0,64,81614,1,1,Rent,20158,8/20/2015,Thursday,Parking Lot,15,0.0,50,Phone,1,188.99,1,Medium,15000.0,blue,24758.22022,0
4989,37,M,1.0,95,58717,0,0,Own,15053,11/6/2015,Friday,Local,6,1.0,21,Phone,0,0.0,1,Large,15000.0,red,40468.03842,0
1654,42,M,1.0,81,69107,1,1,Own,85051,9/18/2016,Sunday,Highway,0,0.0,98,Phone,0,7871.19,1,Compact,15000.0,red,12317.52272,0
4363,57,F,1.0,52,34046,1,0,Rent,80027,8/2/2015,Sunday,Parking Lot,4,0.0,9,Broker,1,0.0,1,Large,38018.28284383388,white,23745.046980000003,0
11615,51,F,1.0,64,45957,1,0,Own,80035,2/3/2016,Wednesday,Highway,0,0.0,5,Broker,0,0.0,1,Large,30904.447469171428,gray,31429.24718,1
1533,57,M,1.0,69,110079,1,1,Own,50049,12/4/2016,Sunday,Local,7,0.0,9,Broker,0,0.0,1,Compact,41827.93124672465,blue,25497.40692,0
15297,29,M,1.0,85,64145,0,1,Own,20135,3/21/2015,Saturday,Highway,0,1.0,45,Online,1,0.0,1,Compact,15000.0,black,32171.12596,0
9450,35,F,1.0,72,106711,0,1,Rent,20134,3/1/2015,Sunday,Highway,0,0.0,49,Phone,1,11455.97,1,Large,15000.0,gray,15409.91025,1
24506,69,M,1.0,97,107675,0,1,Own,85006,10/12/2016,Wednesday,Parking Lot,0,0.0,95,Online,1,9706.55,7,Large,15000.0,silver,5808.423722,0
26720,30,F,0.0,56,71458,1,1,Own,20136,8/12/2016,Friday,Parking Lot,0,1.0,82,Broker,0,2772.18,1,Compact,71849.28828248076,red,34565.78374,0
9399,43,F,1.0,76,35365,1,1,Own,20135,12/3/2016,Saturday,Local,0,0.0,59,Broker,1,0.0,1,Medium,92624.79598650502,red,25250.65393,1
344,38,F,1.0,83,68733,1,1,Own,20156,5/10/2016,Tuesday,Local,0,0.0,0,Broker,1,0.0,1,Large,51576.99671564112,blue,23149.5244,0
13889,44,M,1.0,89,96589,1,1,Own,15032,2/19/2016,Friday,Highway,0,0.0,47,Broker,0,0.0,1,Compact,84893.20545096922,other,11342.02758,0
8463,31,F,0.0,84,65607,1,0,Rent,50043,3/26/2015,Thursday,Local,0,1.0,82,Online,0,3074.7,1,Large,57928.38539086289,other,11128.90444,0
27613,67,M,0.0,63,73475,0,1,Rent,85009,11/25/2016,Friday,Parking Lot,1,0.0,100,Phone,1,783.45,2,Large,58604.34039955771,red,22446.7041,0
8192,52,F,1.0,76,55120,1,1,Own,50028,12/16/2015,Wednesday,Parking Lot,0,0.0,100,Broker,1,7186.85,1,Large,15000.0,white,11725.03585,0
9679,52,F,1.0,77,30273,0,1,Rent,80103,2/20/2016,Saturday,Local,1,0.0,78,Phone,0,4420.85,2,Compact,52755.56016655083,blue,21746.37352,0
15493,40,M,0.0,67,82028,0,1,Own,50059,10/19/2016,Wednesday,Local,0,0.0,50,Broker,0,10032.91,7,Medium,22365.685083469245,blue,33506.8913,0
19869,31,M,1.0,89,61082,1,0,Own,80046,5/14/2015,Thursday,Local,3,0.0,22,Broker,0,3225.43,1,Large,22647.82833847645,other,17926.645940000002,0
1983,55,M,1.0,40,87077,1,0,Rent,80040,8/8/2016,Monday,Local,0,1.0,17,Broker,1,7303.06,4,Medium,15000.0,red,19828.22586,0
18612,53,M,1.0,83,119140,1,1,Own,80011,4/22/2016,Friday,Parking Lot,1,0.0,10,Broker,1,0.0,4,Compact,15000.0,black,41848.7775,1
25248,42,F,1.0,77,69144,1,1,Rent,20122,12/20/2015,Sunday,Highway,14,0.0,3,Phone,0,0.0,11,Large,15000.0,white,18211.76254,1
3686,29,F,1.0,78,117819,0,1,Rent,20111,9/4/2015,Friday,Highway,1,1.0,25,Phone,1,0.0,1,Large,15000.0,silver,21884.34971,1
8360,31,F,1.0,82,99275,0,1,Rent,50056,2/10/2015,Tuesday,Local,0,1.0,99,Broker,1,0.0,1,Medium,15000.0,blue,23188.2354,0
14834,30,F,1.0,65,37717,0,1,Own,80007,9/12/2016,Monday,Local,0,0.0,83,Broker,1,626.73,1,Compact,33960.8102592315,blue,17047.17634,0
17982,43,F,0.0,86,113183,1,0,Own,20139,6/4/2015,Thursday,Highway,6,1.0,93,Phone,1,0.0,5,Medium,48449.52722354038,other,7710.164022,1
11203,56,M,1.0,81,93983,0,1,Own,85012,5/3/2015,Sunday,Highway,9,0.0,99,Broker,1,0.0,2,Medium,15000.0,black,26643.97999,0
6828,42,M,0.0,96,94767,0,1,Rent,20120,7/26/2016,Tuesday,Parking Lot,0,0.0,51,Phone,1,5508.52,1,Large,15000.0,silver,10319.10448,0
27655,29,M,1.0,66,122473,1,0,Own,20165,3/22/2016,Tuesday,Parking Lot,0,0.0,94,Online,1,0.0,1,Medium,15000.0,silver,20814.37943,0
6927,27,F,1.0,91,36529,1,1,Rent,15014,7/4/2016,Monday,Highway,0,1.0,50,Online,0,0.0,1,Compact,40896.85333144131,red,25906.09015,0
29507,41,F,1.0,71,110622,1,1,Rent,20132,12/6/2015,Sunday,Local,5,0.0,97,Broker,0,5223.62,1,Large,15000.0,silver,29968.96235,1
14130,54,M,1.0,81,52090,1,1,Rent,15012,1/30/2015,Friday,Local,12,0.0,99,Broker,1,0.0,1,Medium,26661.83817468406,silver,15504.99566,0
29276,49,M,0.0,55,108471,1,0,Own,15022,12/22/2015,Tuesday,Local,2,0.0,22,Broker,1,889.71,7,Compact,15000.0,red,26447.31767,0
22472,55,M,1.0,55,115554,1,1,Own,85022,11/20/2015,Friday,Local,4,0.0,20,Broker,1,0.0,9,Large,48350.18363362504,blue,10181.15738,0
11565,36,M,1.0,87,79717,1,1,Rent,80001,9/23/2016,Friday,Parking Lot,0,0.0,67,Broker,0,0.0,1,Large,43663.223448571895,blue,23382.18558,0
754,27,M,1.0,87,36342,1,1,Rent,50008,8/19/2015,Wednesday,Highway,0,0.0,4,Online,1,0.0,15,Compact,15000.0,white,9086.166772,1
22390,56,M,0.0,64,74228,0,1,Own,50021,7/7/2015,Tuesday,Local,0,0.0,87,Phone,0,963.74,2,Medium,42454.29260743108,other,11533.86308,0
9611,56,F,1.0,81,84818,0,1,Rent,50014,11/19/2016,Saturday,Local,8,0.0,97,Phone,1,0.0,1,Large,44796.17696816986,red,18897.56505,1
8645,48,F,0.0,57,40819,1,1,Own,85073,9/5/2015,Saturday,Highway,0,1.0,14,Broker,1,558.51,1,Large,50988.60415350365,silver,14474.14252,0
10447,31,F,1.0,82,67412,0,0,Rent,20152,2/1/2015,Sunday,Parking Lot,0,1.0,60,Online,0,0.0,4,Large,21790.32560101283,white,55241.49616,0
4064,40,M,1.0,55,62978,1,1,Rent,85083,11/12/2016,Saturday,Local,9,0.0,65,Broker,1,0.0,11,Medium,15000.0,other,42204.36531,0
7984,37,F,0.0,57,110405,1,0,Rent,80012,10/17/2015,Saturday,Parking Lot,0,0.0,57,Broker,0,0.0,14,Compact,30386.505124091847,silver,23777.15147,0
27630,42,F,1.0,60,123305,1,0,Rent,80014,9/12/2016,Monday,Highway,6,0.0,100,Broker,1,0.0,3,Compact,41742.92874062922,silver,27844.492210000004,0
626,42,M,1.0,52,34552,1,1,Rent,20103,3/8/2016,Tuesday,Local,0,0.0,33,Broker,1,0.0,1,Compact,48590.36145990192,silver,48539.63392,1
29446,47,M,1.0,94,78979,1,1,Own,15010,11/5/2015,Thursday,Parking Lot,0,0.0,1,Phone,0,0.0,1,Compact,76346.56193390852,red,13541.28025,0
25097,51,F,1.0,83,91233,1,1,Own,85062,5/19/2015,Tuesday,Local,0,0.0,1,Broker,1,2188.54,8,Large,15000.0,white,16821.43543,0
25951,34,M,1.0,98,75918,1,1,Own,50052,8/15/2016,Monday,Parking Lot,0,0.0,5,Broker,1,0.0,1,Compact,44278.75160104765,blue,24703.79356,0
23508,23,M,0.0,88,95804,0,1,Rent,85015,7/15/2016,Friday,Local,0,1.0,81,Phone,0,2234.06,1,Medium,66400.92244049264,gray,5956.134115999999,0
4245,51,F,0.0,73,57232,1,0,Own,20115,2/11/2015,Wednesday,Parking Lot,0,0.0,14,Broker,1,3433.39,1,Compact,65125.26701929775,white,12810.29136,0
25201,50,M,1.0,85,108970,1,0,Own,80033,7/18/2015,Saturday,Local,3,0.0,100,Phone,0,1017.92,1,Large,15000.0,red,10149.54487,0
2439,27,M,1.0,96,72010,1,1,Rent,15037,1/9/2015,Friday,Highway,8,0.0,74,Online,1,4339.4,5,Medium,15000.0,gray,18566.51686,0
22271,33,M,0.0,77,87994,1,1,Rent,85038,12/18/2016,Sunday,Parking Lot,0,1.0,2,Broker,1,3756.4,1,Compact,59278.497187723246,silver,11794.15769,0
2070,37,M,1.0,67,46081,1,0,Own,80033,8/24/2015,Monday,Parking Lot,0,0.0,41,Broker,1,578.02,6,Compact,15000.0,blue,24218.45524,0
13811,38,M,1.0,30,30792,0,0,Rent,85063,9/3/2016,Saturday,Local,0,0.0,17,Broker,0,3662.57,1,Medium,23777.698152368877,other,15782.50818,0
19400,69,M,0.0,88,48614,1,0,Own,15004,1/7/2015,Wednesday,Local,0,0.0,99,Broker,0,0.0,1,Medium,33333.76678106934,gray,8435.296109,0
5225,48,M,1.0,76,57903,1,1,Own,50034,6/16/2016,Thursday,Parking Lot,7,0.0,70,Phone,1,0.0,1,Large,15000.0,gray,11469.55378,0
26421,48,M,0.0,80,88054,1,1,Rent,50039,6/30/2016,Thursday,Highway,0,0.0,36,Broker,0,0.0,1,Medium,15251.233823727876,red,6210.080723,0
10545,26,M,1.0,86,114233,1,1,Own,80108,2/4/2015,Wednesday,Parking Lot,0,1.0,66,Online,1,3308.76,20,Medium,37805.43852532927,gray,14990.23457,0
11744,79,M,0.0,92,67854,1,0,Own,85013,9/20/2015,Sunday,Parking Lot,3,0.0,50,Phone,1,0.0,1,Compact,19965.68000601304,black,25273.31443,0
9271,36,F,1.0,91,70952,0,0,Own,50036,9/10/2016,Saturday,Local,7,0.0,92,Broker,0,0.0,1,Large,15000.0,silver,18471.49207,0
11342,37,F,1.0,79,71738,0,0,Rent,85020,3/3/2015,Tuesday,Highway,0,0.0,47,Broker,1,0.0,2,Compact,15000.0,black,31240.97676,0
2176,53,M,0.0,62,52889,1,1,Rent,80102,7/27/2015,Monday,Highway,1,0.0,66,Phone,1,0.0,1,Medium,15000.0,gray,37291.10888,1
23573,34,M,1.0,72,69933,1,1,Own,20121,12/30/2016,Friday,Local,3,0.0,17,Broker,1,5252.48,1,Compact,15000.0,red,47736.26585,1
8817,59,M,1.0,94,102096,0,1,Own,80003,4/14/2015,Tuesday,Highway,0,0.0,50,Broker,0,5398.91,1,Medium,91661.34062596028,other,20098.1262,0
5084,58,F,1.0,74,86265,0,0,Own,80047,1/16/2016,Saturday,Local,0,0.0,45,Broker,1,12161.53,8,Compact,15000.0,silver,22282.50639,0
27545,66,M,1.0,23,90368,0,1,Own,50022,10/25/2015,Sunday,Local,0,0.0,0,Broker,1,0.0,1,Compact,57971.68994267402,white,16298.70851,1
16415,41,M,1.0,82,74055,1,1,Rent,85083,4/19/2015,Sunday,Parking Lot,0,0.0,94,Phone,1,2747.0,1,Compact,15000.0,other,12884.25858,0
26103,44,F,0.0,94,58859,1,1,Own,15025,3/8/2016,Tuesday,Highway,0,0.0,25,Broker,1,0.0,4,Large,15000.0,red,17117.70812,0
4106,45,M,1.0,83,116970,0,1,Own,80047,12/26/2015,Saturday,Local,0,0.0,90,Phone,1,2987.45,5,Medium,15336.056724410204,silver,22997.85831,1
25322,66,M,1.0,83,50239,1,0,Own,50058,9/19/2015,Saturday,Parking Lot,0,0.0,100,Broker,1,3927.72,3,Large,15000.0,blue,19639.56591,0
13112,49,F,0.0,69,97037,0,0,Rent,15034,3/19/2015,Thursday,Highway,0,0.0,78,Broker,1,1163.72,13,Medium,15000.0,red,39002.66534,0
3551,29,F,1.0,85,95794,0,1,Rent,85070,9/9/2016,Friday,Parking Lot,0,0.0,7,Online,1,971.29,7,Compact,78163.51254818495,black,15894.45978,0
4354,33,F,1.0,55,48744,0,1,Own,15025,9/13/2016,Tuesday,Parking Lot,0,0.0,90,Broker,1,2287.99,4,Medium,42237.0652837436,red,21768.15833,0
12693,74,F,1.0,76,49915,1,0,Rent,85015,9/22/2016,Thursday,Local,2,1.0,100,Broker,0,6489.76,2,Large,15935.84649658551,other,23145.07081,0
23457,57,F,1.0,65,106423,0,1,Own,15030,1/2/2016,Saturday,Parking Lot,0,0.0,20,Phone,1,268.44,5,Compact,50528.220980033526,silver,50374.82798,0
15497,30,F,1.0,89,100080,1,0,Own,80047,12/24/2015,Thursday,Local,1,0.0,23,Broker,0,154.12,1,Medium,15000.0,black,34029.77078,0
25683,40,F,1.0,92,110304,0,1,Rent,20155,6/8/2016,Wednesday,Parking Lot,0,0.0,18,Phone,1,4277.48,1,Large,15000.0,white,27867.66748,1
5126,43,F,1.0,78,63522,0,0,Own,15012,4/3/2015,Friday,Highway,20,0.0,17,Phone,1,7423.67,1,Compact,26333.93021991126,gray,19806.004,0
19888,50,M,1.0,95,56983,1,1,Own,80046,1/21/2015,Wednesday,Local,0,0.0,9,Broker,1,0.0,1,Medium,32782.58550237089,white,6481.482404,0
6403,49,M,1.0,93,104820,1,1,Rent,50027,4/8/2015,Wednesday,Local,0,0.0,85,Phone,1,0.0,1,Large,15000.0,other,3532.133838,0
1355,43,F,1.0,74,39101,1,1,Rent,85035,1/21/2015,Wednesday,Highway,0,0.0,50,Broker,0,397.52,1,Compact,15000.0,red,23770.46329,1
23102,30,F,1.0,64,50815,1,0,Rent,20102,5/7/2015,Thursday,Local,12,1.0,21,Phone,0,2680.98,7,Large,101789.22672287168,other,20093.62629,0
7458,47,M,0.0,77,57323,1,1,Rent,15007,4/17/2015,Friday,Local,0,0.0,51,Phone,1,0.0,1,Compact,47466.05826937457,white,35134.26327,0
15889,45,M,1.0,70,57613,1,0,Rent,20101,4/18/2015,Saturday,Local,10,0.0,60,Broker,1,3113.89,7,Large,48777.86175008066,white,13460.51195,0
7745,44,M,1.0,81,122853,1,1,Own,20109,12/16/2015,Wednesday,Parking Lot,0,0.0,96,Phone,0,0.0,8,Compact,15000.0,black,7737.867976,0
18050,45,F,1.0,70,114734,0,1,Rent,15022,8/2/2016,Tuesday,Highway,13,0.0,91,Broker,1,0.0,1,Large,16481.174868427333,gray,21084.98501,0
21806,34,M,1.0,39,85759,1,0,Rent,50025,9/14/2016,Wednesday,Parking Lot,0,0.0,41,Broker,0,0.0,1,Medium,15000.0,gray,32837.74175,0
25542,30,M,0.0,90,54147,1,1,Rent,50047,4/17/2015,Friday,Parking Lot,0,0.0,2,Broker,1,4955.03,2,Medium,52222.39176875818,white,14965.81457,0
1100,29,M,1.0,71,97398,1,0,Own,50056,4/22/2015,Wednesday,Parking Lot,9,0.0,1,Phone,1,8237.69,1,Large,23185.897763737856,silver,27728.21099,0
18649,40,F,0.0,92,110402,1,1,Rent,50054,4/13/2015,Monday,Local,5,0.0,85,Broker,1,0.0,5,Compact,15000.0,white,17454.79292,1
10118,37,M,0.0,73,118551,1,1,Own,20158,5/8/2016,Sunday,Local,6,0.0,0,Broker,1,0.0,12,Compact,15000.0,blue,40166.01629,1
11115,33,F,1.0,78,94887,1,0,Own,20132,7/6/2015,Monday,Local,5,0.0,100,Broker,1,2128.68,1,Large,33417.70819937883,red,28843.58162,0
16059,39,M,1.0,50,118647,0,1,Own,50022,9/21/2015,Monday,Local,0,1.0,16,Online,1,0.0,1,Compact,15000.0,silver,30250.00811,1
8627,30,M,0.0,83,44488,0,0,Rent,50022,12/20/2015,Sunday,Local,4,1.0,61,Phone,1,0.0,1,Compact,91501.46727862238,gray,66376.93592999999,0
1084,34,M,0.0,74,115260,0,1,Own,80015,6/11/2016,Saturday,Parking Lot,0,0.0,86,Phone,1,0.0,1,Large,15000.0,gray,22973.22882,1
3605,55,M,1.0,63,110403,1,1,Own,85073,5/5/2016,Thursday,Local,12,1.0,24,Phone,0,7986.19,1,Compact,15000.0,gray,9709.082881,0
18479,36,F,1.0,90,57478,1,1,Own,20163,11/26/2016,Saturday,Local,6,1.0,77,Online,1,3776.07,6,Compact,47497.069399423664,silver,12526.53022,0
25396,47,F,1.0,78,86397,1,1,Own,20108,2/16/2015,Monday,Parking Lot,0,0.0,38,Phone,1,0.0,7,Medium,15000.0,gray,33098.229810000004,0
12152,43,F,0.0,63,34748,1,1,Own,20106,5/29/2015,Friday,Parking Lot,11,0.0,49,Broker,0,0.0,10,Medium,15000.0,black,4724.985388,1
24457,45,F,1.0,84,35024,0,0,Own,20107,7/1/2015,Wednesday,Local,0,0.0,60,Broker,1,7861.32,1,Compact,57180.34592344065,white,13870.52421,0
5229,45,F,1.0,49,95035,0,1,Own,85036,6/3/2016,Friday,Parking Lot,0,1.0,38,Phone,1,2727.36,2,Compact,84573.59555789008,silver,24987.90184,1
992,65,M,1.0,83,49984,1,1,Own,20158,10/6/2016,Thursday,Highway,0,0.0,0,Online,0,3675.39,2,Compact,53419.26227487594,black,24532.84925,0
